RXCUI|INGREDIENT|ING_RXCUI
349547|aripiprazole|89013
349553|aripiprazole|89013
349556|ezetimibe|341248
349565|Guaifenesin|5032
349565|Phenylephrine|8163
349590|Levalbuterol|237159
349591|atomoxetine|38400
349592|atomoxetine|38400
349593|atomoxetine|38400
349594|atomoxetine|38400
349595|atomoxetine|38400
349607|Guaifenesin|5032
349607|Phenylephrine|8163
351068|Dienestrol|3368
351100|Rho(D) Immune Globulin|35465
351104|Levobetaxolol|353497
351107|olanzapine|61381
351108|olanzapine|61381
351109|Budesonide|19831
351114|zoledronic acid|77655
351121|Minocycline|6980
351125|Follitropin Alfa|386938
351127|cefditoren|83682
351130|Pseudoephedrine|8896
351130|Brompheniramine|1767
351133|Fenofibrate|8703
351134|zolmitriptan|135775
351136|Albuterol|435
351137|Albuterol|435
351146|drotrecogin alfa|352374
351154|paricalcitol|73710
351155|Urea|11002
351156|moxifloxacin|139462
351172|Dutasteride|228790
351173|nitisinone|61805
351174|nitisinone|61805
351175|nitisinone|61805
351177|hyaluronate|62372
351179|Sodium Chloride|9863
351184|Ascorbic Acid|1151
351184|Ferrous fumarate|24941
351209|voriconazole|121243
351223|ziprasidone|115698
351228|estrogens, conjugated synthetic A|253166
351229|Benzoyl Peroxide|1418
351239|Ticarcillin|10591
351239|Clavulanate|48203
351244|Rasburicase|283821
351246|montelukast|88249
351247|darbepoetin alfa|283838
351248|oxaliplatin|32592
351249|Escitalopram|321988
351250|Escitalopram|321988
351251|Rho(D) Immune Globulin|35465
351254|metaxalone|59078
351256|eplerenone|298869
351257|eplerenone|298869
351258|eplerenone|298869
351260|lansoprazole|17128
351261|lansoprazole|17128
351264|Buprenorphine|1819
351265|Buprenorphine|1819
351266|Naloxone|7242
351266|Buprenorphine|1819
351267|Buprenorphine|1819
351267|Naloxone|7242
351270|peginterferon alfa-2a|120608
351276|Oxandrolone|7779
351277|Phenylephrine|8163
351277|Pyrilamine|9009
351280|nitazoxanide|31819
351285|Escitalopram|321988
351286|Menthol|6750
351290|adalimumab|327361
351291|Cyclosporine|3008
351292|Hydrochlorothiazide|5487
351292|eprosartan|83515
351293|Hydrochlorothiazide|5487
351293|eprosartan|83515
351297|Insulin, Aspart Protamine, Human|352385
351297|Insulin, Aspart, Human|51428
351298|alefacept|299635
351299|alefacept|299635
351305|Anthralin|873
351312|Lactate|114202
351316|Amoxicillin|723
351317|Amoxicillin|723
351318|Amoxicillin|723
351319|Amoxicillin|723
351320|Amoxicillin|723
351326|Immunoglobulin G|5666
351330|Clindamycin|2582
351349|Hydrocortisone|5492
351380|ciclopirox|21090
351381|Isosorbide Dinitrate|6058
351400|Prednisone|8640
351401|Prednisone|8640
351427|Nicotine|7407
351429|Nicotine|7407
351433|Nicotine|7407
351438|Nifedipine|7417
351449|Streptokinase|10106
351486|thyroid (USP)|10572
351487|thyroid (USP)|10572
351505|Trichlormethiazide|10772
351519|prednisolone|8638
351527|Vitamin B 12|11248
351528|Vitamin B 12|11248
351530|Vitamin B 12|11248
351541|Amylases|743
351541|Lipase|6406
351541|Endopeptidases|8031
351581|Acetaminophen|161
351581|phenyltoloxamine|33408
351582|Rauwolfia preparation|78678
351583|Rauwolfia preparation|78678
351584|Zinc Oxide|11423
351589|Acetaminophen|161
351589|butalbital|19860
351602|Simethicone|9796
351603|Simethicone|9796
351638|Acetaminophen|161
351638|butalbital|19860
351638|Caffeine|1886
351650|Chlorpheniramine|2400
351706|Hydrocortisone|5492
351706|Iodoquinol|3435
351712|amlexanox|46307
351750|podofilox|8463
351761|valsartan|69749
351762|valsartan|69749
351772|Azithromycin|18631
351777|Urea|11002
351793|trichloroacetaldehyde|38574
351825|Progesterone|8727
351842|Fenofibrate|8703
351852|hyaluronate|62372
351855|Loratadine|28889
351859|Regular Insulin, Human|253182
351875|Scopolamine|9601
351879|Hydrocortisone|5492
351879|Acetic Acid|168
351898|Fenofibrate|8703
351901|Sirolimus|35302
351906|benzonatate|18993
351909|Fenofibrate|8703
351910|Testosterone|10379
351913|ciclopirox|21090
351914|Verteporfin|118886
351926|Insulin, Aspart, Human|51428
351936|Cefaclor|2176
351939|Methscopolamine|89785
351939|Phenylephrine|8163
351939|Chlorpheniramine|2400
351944|tazarotene|83947
351945|zoledronic acid|77655
351958|Clindamycin|2582
351958|Benzoyl Peroxide|1418
351961|tirofiban|73137
351973|gabapentin|25480
351974|Minocycline|6980
351988|Doxycycline|3640
351989|Sirolimus|35302
351991|ropinirole|72302
351992|oxcarbazepine|32624
351993|Follitropin Alfa|386938
351997|Doxycycline|3640
352001|valsartan|69749
352005|Dextromethorphan|3289
352005|Pseudoephedrine|8896
352005|Chlorpheniramine|2400
352007|Ribavirin|9344
352044|darbepoetin alfa|283838
352045|darbepoetin alfa|283838
352046|darbepoetin alfa|283838
352047|darbepoetin alfa|283838
352048|darbepoetin alfa|283838
352050|tenofovir disoproxil|300195
352051|Albuterol|435
352052|Albuterol|435
352058|frovatriptan|228783
352062|valdecoxib|278567
352063|valdecoxib|278567
352066|bosentan|75207
352068|ertapenem|325642
352076|paricalcitol|73710
352080|Doxycycline|3640
352083|Methoxsalen|6854
352085|Pimecrolimus|321952
352086|desloratadine|275635
352091|Simethicone|9796
352092|Dextromethorphan|3289
352096|Calcium Carbonate|1897
352113|Dextromethorphan|3289
352113|Pseudoephedrine|8896
352118|Dutasteride|228790
352119|nitisinone|61805
352120|nitisinone|61805
352121|nitisinone|61805
352125|pantoprazole|40790
352131|hyaluronate|62372
352132|Levalbuterol|237159
352143|efavirenz|195085
352148|Sodium Chloride|9863
352160|Ascorbic Acid|1151
352160|Ferrous fumarate|24941
352172|Doxycycline|3640
352174|Iron Carbonyl|262150
352178|Methylcellulose|6873
352188|tegaserod|139778
352199|olmesartan|321064
352200|olmesartan|321064
352201|olmesartan|321064
352210|Mesna|44
352211|Treprostinil|343048
352212|Treprostinil|343048
352213|Treprostinil|343048
352214|Treprostinil|343048
352218|voriconazole|121243
352219|voriconazole|121243
352220|voriconazole|121243
352228|ziprasidone|115698
352230|Lamivudine|68244
352233|estrogens, conjugated synthetic A|253166
352256|Rasburicase|283821
352257|Sodium Oxybate|9899
352258|tegaserod|139778
352262|darbepoetin alfa|283838
352263|Acetaminophen|161
352263|phenyltoloxamine|33408
352269|oxaliplatin|32592
352272|Escitalopram|321988
352273|Escitalopram|321988
352274|valsartan|69749
352277|metaxalone|59078
352297|peginterferon alfa-2a|120608
352303|Horse Chestnut Preparation|317825
352304|ezetimibe|341248
352305|Oxandrolone|7779
352307|aripiprazole|89013
352308|aripiprazole|89013
352309|aripiprazole|89013
352310|aripiprazole|89013
352313|Guaifenesin|5032
352313|Dextromethorphan|3289
352313|Pseudoephedrine|8896
352314|celecoxib|140587
352317|atomoxetine|38400
352318|atomoxetine|38400
352319|atomoxetine|38400
352320|atomoxetine|38400
352321|atomoxetine|38400
352334|adalimumab|327361
352335|Hydrochlorothiazide|5487
352335|eprosartan|83515
352336|Hydrochlorothiazide|5487
352336|eprosartan|83515
352337|Ribavirin|9344
352340|Urea|11002
352349|Sodium Fluoride|9873
353538|Isosorbide|6057
358371|Clotrimazole|2623
358381|Phenylpropanolamine|8175
358381|Guaifenesin|5032
358917|Clindamycin|2582
358917|Benzoyl Peroxide|1418
358975|Hydrogen Peroxide|5499
358992|Levalbuterol|237159
359008|Urea|11002
359008|Papain|7892
359033|Sulfur|10223
359033|Salicylic Acid|9525
359050|Tretinoin|10753
359144|Albuterol|435
359145|Albuterol|435
359152|Aloe Extract|91263
359154|Aloe Extract|91263
359155|Aloe Extract|91263
359216|Apple Cider Vinegar|360262
359217|Apple Cider Vinegar|360262
359228|Azathioprine|1256
359229|Azathioprine|1256
359261|Benzocaine|1399
359261|Triclosan|10795
359265|Bilberry extract|125929
359266|Bilberry extract|125929
359266|Bioflavonoids|1562
359266|Quercetin|9060
359266|Rutin|9500
359268|Black Cohosh Extract|236665
359275|Bromelains|1752
359280|Brompheniramine|1767
359280|Pseudoephedrine|8896
359281|Brompheniramine|1767
359296|calcium acetate|214342
359297|Calcium Carbonate|1897
359320|Camphor|1952
359320|Menthol|6750
359321|Capsaicin|1992
359322|Capsaicin|1992
359326|Garlic preparation|265647
359326|Capsicum extract|319780
359329|Guaifenesin|5032
359329|carbetapentane|20217
359383|Ciprofloxacin|2551
359385|Clarithromycin|21212
359396|coenzyme Q10|21406
359414|Cranberry preparation|125933
359425|Deanol|3116
359431|Pseudoephedrine|8896
359431|dexchlorpheniramine|22697
359436|Benzocaine|1399
359436|Dextromethorphan|3289
359438|Dextromethorphan|3289
359438|Guaifenesin|5032
359441|Vitamin E|11256
359441|coenzyme Q10|21406
359441|Docosahexaenoate|73
359441|Eicosapentaenoate|618597
359450|dimethicone|324072
359453|dimethicone|324072
359453|Zinc Oxide|11423
359465|Doxycycline|3640
359468|Dyphylline|3714
359468|Guaifenesin|5032
359470|Echinacea Preparation|228041
359471|Ascorbic Acid|1151
359471|Echinacea Preparation|228041
359471|Bioflavonoids|1562
359472|Echinacea Preparation|228041
359472|Goldenseal extract|1372255
359493|eletriptan|231049
359494|eletriptan|231049
359500|Etodolac|24605
359506|Viscum album preparation|350489
359514|Ascorbic Acid|1151
359514|Folic Acid|4511
359514|Vitamin B 12|11248
359514|Ferrous fumarate|24941
359514|Intrinsic factor|5920
359535|Folic Acid|4511
359535|ferrous sulfate|24947
359537|Ascorbic Acid|1151
359537|Folic Acid|4511
359537|ferrous sulfate|24947
359541|Folic Acid|4511
359541|Vitamin B6|42954
359541|Vitamin B 12|11248
359542|Vitamin B 12|11248
359542|Folic Acid|4511
359542|Vitamin B6|42954
359543|Ascorbic Acid|1151
359543|Folic Acid|4511
359548|Garlic preparation|265647
359564|Ginkgo biloba extract|236809
359564|Ginseng Preparation|325526
359564|Gotu Kola Extract|319837
359564|Lecithin|8214
359567|Saw palmetto extract|236344
359567|Ginseng Preparation|325526
359570|Glucosamine|4845
359570|methylsulfonylmethane|23247
359595|Glycerin|4910
359595|Polysorbate 80|8560
359596|Goldenseal extract|1372255
359597|Goldenseal extract|1372255
359601|Guaifenesin|5032
359605|Ginseng Preparation|325526
359605|Guarana preparation|236953
359634|hypromellose|27334
359677|Iodine|5933
359697|Ketoprofen|6142
359705|Lecithin|8214
359706|Vitamin B6|42954
359706|Lecithin|8214
359706|CIDER VINEGAR|283829
359706|Kelp preparation|285155
359731|Lovastatin|6472
359732|Lovastatin|6472
359733|LUTEIN ESTERS|259462
359734|Lutein|11359
359734|zeaxanthin|39918
359736|Thiamine|10454
359736|Niacinamide|7405
359736|Lysine|6536
359739|Magnesium Aspartate|142131
359746|Acetaminophen|161
359746|Magnesium Salicylate|52364
359751|Menthol|6750
359752|Menthol|6750
359765|Choline|2449
359765|Vitamin B 12|11248
359765|Inositol|5833
359765|Lysine|6536
359765|Methionine|6837
359779|methylsulfonylmethane|23247
359789|Milk thistle extract|283579
359817|Nicotine|7407
359818|Nicotine|7407
359822|nitazoxanide|31819
359853|valerian root extract|253206
359853|Passion flower extract|285159
359855|Pau d'arco preparation|342940
359906|Phenylephrine|8163
359928|Guaifenesin|5032
359928|Phenylephrine|8163
359930|Phenylephrine|8163
359930|Guaifenesin|5032
359933|Phenylephrine|8163
359933|Guaifenesin|5032
359934|Guaifenesin|5032
359934|Phenylephrine|8163
359937|Guaifenesin|5032
359937|Phenylephrine|8163
359962|Polyethylene Glycols|8516
359962|Polyvinyl Alcohol|8570
359968|Polyvinyl Alcohol|8570
359969|Povidone|8610
359969|Polyvinyl Alcohol|8570
359973|potassium phosphate|34322
359973|Sodium Phosphate, Monobasic|235496
360034|Propylene glycol|34693
360079|Piperonyl Butoxide|8345
360079|Pyrethrins|8991
360085|Racepinephrine|66887
360088|Red Clover Preparation|285193
360094|Riboflavin|9346
360098|Saccharomyces boulardii|236782
360110|Sirolimus|35302
360135|soy protein isolate|196238
360172|Testosterone|10379
360176|Thalidomide|10432
360177|Thalidomide|10432
360208|Ginkgo biloba extract|236809
360208|Vincamine|11201
360230|yohimbine|220982
360231|yohimbine|220982
360234|Zinc Gluconate|58300
360236|Ascorbic Acid|1151
360236|Zinc Gluconate|58300
360344|Nisoldipine|7435
360347|Benzocaine|1399
360348|Benzocaine|1399
360349|Benzocaine|1399
360394|Nifedipine|7417
360507|fluvastatin|41127
360576|Lactase|41397
381026|Cimetidine|2541
381056|Isosorbide Dinitrate|6058
384518|Calcium Carbonate|1897
384788|Amylases|743
384788|Lipase|6406
384788|Endopeptidases|8031
387003|Levetiracetam|114477
387013|nebivolol|31555
387789|Phenylephrine|8163
387790|xylometazoline|39841
388052|Ganciclovir|4678
388085|agalsidase beta|338817
388311|Carbamazepine|2002
388510|telithromycin|274786
388517|Calcitriol|1894
388525|calcipotriene|29365
388525|Betamethasone|1514
388718|Amylases|743
388718|Lipase|6406
388718|Endopeptidases|8031
388911|follitropin beta|25357
389054|Sodium Stibogluconate|8010
389122|Benzoyl Peroxide|1418
389201|quetiapine|51272
389221|Etonogestrel|14584
389230|Tamoxifen|10324
389242|deferiprone|11645
391932|Somatropin|61148
391937|Lactulose|6218
391980|Nifedipine|7417
391989|Tetracycline|10395
392038|Sodium Fluoride|9873
392046|Sodium Fluoride|9873
392069|Sodium Fluoride|9873
392662|Ethinyl Estradiol|4124
392662|Norethindrone|7514
393245|Digoxin|3407
401883|Lutropin alfa|388084
401938|Miglustat|402316
401953|Risperidone|35636
401954|Risperidone|35636
401965|Ramipril|35296
401968|Ramipril|35296
401981|enfuvirtide|139896
402000|zolmitriptan|135775
402006|Cimetidine|2541
402010|Risperidone|35636
402011|Risperidone|35636
402012|Risperidone|35636
402013|Omeprazole|7646
402014|Omeprazole|7646
402019|tadalafil|358263
402058|BCG, Live, Connaught Strain|76469
402089|gatifloxacin|228476
402091|gefitinib|328134
402092|Cyclosporine|3008
402093|Atazanavir|343047
402094|Atazanavir|343047
402095|Atazanavir|343047
402096|tadalafil|358263
402097|tadalafil|358263
402100|abarelix|301739
402105|eplerenone|298869
402106|eplerenone|298869
402109|fosamprenavir|358262
402110|fosamprenavir|358262
402131|aripiprazole|89013
402169|zolmitriptan|135775
402239|efalizumab|356988
402242|Estradiol|4083
402243|bortezomib|358258
402244|bortezomib|358258
402245|Atazanavir|343047
402246|Atazanavir|343047
402247|Atazanavir|343047
402248|desirudin|114934
402249|desirudin|114934
402250|Estradiol|4083
402250|Levonorgestrel|6373
402252|Estradiol|4083
402252|Levonorgestrel|6373
402273|vardenafil|306674
402481|Isopropyl Alcohol|797541
402505|Carbamazepine|2002
402506|Carbamazepine|2002
402597|calcium acetate|214342
402695|Felodipine|4316
402696|Felodipine|4316
402698|Felodipine|4316
403790|Acetaminophen|161
403790|Pseudoephedrine|8896
403798|Ubiquinone|10975
403799|oxybutynin|32675
403806|pegvisomant|278739
403807|pegvisomant|278739
403808|pegvisomant|278739
403810|aprepitant|358255
403811|aprepitant|358255
403814|Stavudine|59763
403815|Stavudine|59763
403816|Stavudine|59763
403817|Stavudine|59763
403818|moxifloxacin|139462
403822|Laronidase|392509
403825|Risperidone|35636
403826|Calcium Carbonate|1897
403826|Simethicone|9796
403827|Calcium Carbonate|1897
403827|Simethicone|9796
403828|Simethicone|9796
403828|Calcium Carbonate|1897
403840|Minocycline|6980
403841|desloratadine|275635
403849|Estrogens, Conjugated (USP)|4099
403850|Levodopa|6375
403850|entacapone|60307
403850|Carbidopa|2019
403851|Carbidopa|2019
403851|Levodopa|6375
403851|entacapone|60307
403852|entacapone|60307
403852|Carbidopa|2019
403852|Levodopa|6375
403853|Hydrochlorothiazide|5487
403853|olmesartan|321064
403854|Hydrochlorothiazide|5487
403854|olmesartan|321064
403855|Hydrochlorothiazide|5487
403855|olmesartan|321064
403866|omalizumab|302379
403875|emtricitabine|276237
403878|imatinib|282388
403879|imatinib|282388
403884|Levetiracetam|114477
403886|palonosetron|70561
403888|Potassium Chloride|8591
403890|Potassium Chloride|8591
403890|Sodium Chloride|9863
403908|Dexamethasone|3264
403908|Ciprofloxacin|2551
403914|Methscopolamine|89785
403920|Daptomycin|22299
403921|Ciprofloxacin|2551
403922|Estradiol|4083
403923|Estradiol|4083
403924|Aspirin|1191
403930|Isotretinoin|6064
403937|Acetaminophen|161
403937|Caffeine|1886
403940|Guaifenesin|5032
403940|Phenylephrine|8163
403943|darbepoetin alfa|283838
403945|Amoxicillin|723
403947|Guaifenesin|5032
403947|Phenylephrine|8163
403948|Dextromethorphan|3289
403957|tadalafil|358263
403966|zonisamide|39998
403967|zonisamide|39998
403969|Fluoxetine|4493
403969|olanzapine|61381
403970|Fluoxetine|4493
403970|olanzapine|61381
403971|olanzapine|61381
403971|Fluoxetine|4493
403972|olanzapine|61381
403972|Fluoxetine|4493
403975|alosetron|85248
403978|Nelfinavir|134527
403979|Chorionic Gonadotropin|4986
403986|peginterferon alfa-2a|120608
404009|pemetrexed|68446
404011|atorvastatin|83367
404011|Amlodipine|17767
404013|atorvastatin|83367
404013|Amlodipine|17767
404032|Clindamycin|2582
404033|Clindamycin|2582
404044|Hydrocortisone|5492
404047|hydroquinone|5509
404058|Isotretinoin|6064
404059|Isotretinoin|6064
404060|Isotretinoin|6064
404061|Isotretinoin|6064
404062|Isotretinoin|6064
404063|Isotretinoin|6064
404064|Isotretinoin|6064
404065|Isotretinoin|6064
404066|Isotretinoin|6064
404070|Mupirocin|42372
404081|Folic Acid|4511
404081|Ferrous fumarate|24941
404084|Folic Acid|4511
404084|Ferrous fumarate|24941
404086|Methoxsalen|6854
404094|Minocycline|6980
404125|Benzoyl Peroxide|1418
404127|Benzoyl Peroxide|1418
404161|Acetaminophen|161
404162|Acetaminophen|161
404165|Bisacodyl|1596
404167|attapulgite|18516
404168|Tolnaftate|10637
404172|Acetaminophen|161
404172|Caffeine|1886
404175|Pyrantel|8984
404176|Aluminum Hydroxide|612
404176|Magnesium Hydroxide|6581
404176|Simethicone|9796
404179|Calcium Carbonate|1897
404182|sennosides, USP|36387
404183|sennosides, USP|36387
404186|sennosides, USP|36387
404269|Pyrantel|8984
404280|Polysaccharide iron complex|105669
404284|Hydrocortisone|5492
404285|Hydrocortisone|5492
404318|sennosides, USP|36387
404323|Progesterone|8727
404326|Mineral Oil|6972
404343|Albumin Human, USP|828529
404344|Albumin Human, USP|828529
404369|Ferrous fumarate|24941
404405|Testosterone|10379
404406|montelukast|88249
404408|Escitalopram|321988
404413|Buprenorphine|1819
404414|Buprenorphine|1819
404419|nitazoxanide|31819
404420|Escitalopram|321988
404421|Nicotine|7407
404422|Nicotine|7407
404426|Acetaminophen|161
404426|Pseudoephedrine|8896
404428|Menthol|6750
404428|Camphor|1952
404432|Sirolimus|35302
404443|eletriptan|231049
404444|eletriptan|231049
404448|oxybutynin|32675
404449|Thalidomide|10432
404450|Thalidomide|10432
404457|pegvisomant|278739
404458|pegvisomant|278739
404459|pegvisomant|278739
404460|enfuvirtide|139896
404465|aprepitant|358255
404466|aprepitant|358255
404472|Aluminum Hydroxide|612
404472|magnesium carbonate|29155
404473|moxifloxacin|139462
404475|Azathioprine|1256
404476|Azathioprine|1256
404491|agalsidase beta|338817
404492|Laronidase|392509
404507|Calcium Carbonate|1897
404507|Simethicone|9796
404508|Calcium Carbonate|1897
404508|Simethicone|9796
404509|Simethicone|9796
404509|Calcium Carbonate|1897
404528|Minocycline|6980
404536|sodium thiosulfate|36726
404536|Salicylic Acid|9525
404537|sodium thiosulfate|36726
404537|Salicylic Acid|9525
404539|Betaine|1512
404546|Albumin Human, USP|828529
404547|Albumin Human, USP|828529
404550|Estrogens, Conjugated (USP)|4099
404551|Levodopa|6375
404551|entacapone|60307
404551|Carbidopa|2019
404552|Carbidopa|2019
404552|Levodopa|6375
404552|entacapone|60307
404553|entacapone|60307
404553|Carbidopa|2019
404553|Levodopa|6375
404564|Phenylephrine|8163
404564|Guaifenesin|5032
404574|omalizumab|302379
404587|emtricitabine|276237
404588|imatinib|282388
404589|imatinib|282388
404592|Doxycycline|3640
404595|Levetiracetam|114477
404602|aripiprazole|89013
404604|Guaifenesin|5032
404604|Phenylephrine|8163
404606|palonosetron|70561
404630|Dexamethasone|3264
404630|Ciprofloxacin|2551
404636|vardenafil|306674
404637|vardenafil|306674
404638|vardenafil|306674
404639|vardenafil|306674
404640|Methscopolamine|89785
404652|Daptomycin|22299
404656|Estradiol|4083
404657|Estradiol|4083
404664|Acetaminophen|161
404665|Hetastarch|5531
404668|Isotretinoin|6064
404694|Menthol|6750
404702|digoxin antibodies Fab fragments|203223
404711|tadalafil|358263
404724|Chlorpheniramine|2400
404724|Dextromethorphan|3289
404724|Pseudoephedrine|8896
404725|zonisamide|39998
404726|zonisamide|39998
404742|Carbamazepine|2002
404771|pemetrexed|68446
405903|Benzoyl Peroxide|1418
406342|Stannous Fluoride|10030
406395|Allantoin|508
406395|dimethicone|324072
406396|Ethinyl Estradiol|4124
406396|norgestimate|31994
406503|Doxercalciferol|11516
406524|Doxycycline|3640
406696|Cephalexin|2231
407856|Nitrogen|7456
409163|Menthol|6750
409163|Camphor|1952
409164|Povidone-Iodine|8611
409268|Pyrethrins|8991
409460|aluminum sulfate|17621
409732|formoterol|25255
409732|Budesonide|19831
409823|Cefixime|25033
409830|butyl chloride|19900
409831|butyl chloride|19900
409832|butyl chloride|19900
409938|Quinine|9071
409941|Methionine|6837
410062|atomoxetine|38400
410144|Methapyrilene|6822
410226|Acetaminophen|161
410226|Caffeine|1886
410503|5-Hydroxytryptophan|94
410597|coenzyme Q10|21406
410929|Glucosamine|4845
410929|Chondroitin Sulfates|2473
410941|methylsulfonylmethane|23247
410958|Potassium Chloride|8591
411029|Ergot Alkaloids|4023
411081|Thioctate|618060
411090|Theophylline|10438
411110|calcium acetate|214342
411434|trandolapril|38454
411593|Elder extract|317808
411595|Germanium|4784
411669|Caffeine|1886
411877|Magnesium Oxide|6582
411994|Ascorbic Acid|1151
411994|Phenylpropanolamine|8175
412018|Biotin|1588
412104|Betaine|1512
412115|Activated Charcoal|272
412122|Dextromethorphan|3289
412122|Guaifenesin|5032
412306|Guaifenesin|5032
412306|Pseudoephedrine|8896
412307|Guaifenesin|5032
412307|Pseudoephedrine|8896
412813|Saralasin|9556
413030|Progesterone|8727
413246|Triclosan|10795
413247|Triclosan|10795
413249|Triclosan|10795
413251|Triclosan|10795
413287|pentetate calcium|1369590
413424|Sodium Bicarbonate|36676
413640|Phenylbutazone|8160
413716|Sulfisoxazole|10207
415042|dromostanolone|23678
415059|Gentamicin Sulfate (USP)|142438
415110|hepatitis B immune globulin|26744
415191|bevacizumab|253337
415314|follitropin beta|25357
415599|Pyrethrins|8991
415660|Acyclovir|281
415685|terbinafine|37801
415868|Vancomycin|11124
415869|Vancomycin|11124
415974|Menthol|6750
415975|Menthol|6750
415976|Menthol|6750
415978|Coal Tar|2635
416207|Camphor|1952
416207|Menthol|6750
416431|ferric sulfate|24913
416684|Zinc Oxide|11423
416783|Sodium Fluoride|9873
416910|Salicylic Acid|9525
416916|Urea|11002
416994|Aluminum Hydroxide|612
417254|Permethrin|33199
417490|Thimerosal|10472
417547|dimethicone|324072
417731|N6-furfuryladenine|16054
417994|Zinc Oxide|11423
418331|sulfathiazole|10193
418475|Clotrimazole|2623
418822|Zinc Oxide|11423
419168|Nicotine|7407
419849|Cefixime|25033
419921|Didanosine|3364
419922|[13C] urea|226724
420071|Benzoyl Peroxide|1418
420222|Menthol|6750
420478|Progesterone|8727
420655|Povidone-Iodine|8611
420866|Zinc Sulfate|39954
420918|Cetrimide|288088
421299|Glycerin|4910
421824|Theophylline|10438
422011|bismuth subsalicylate|19478
422157|Aluminum Hydroxide|612
422157|magnesium carbonate|29155
422410|Midazolam|6960
422496|Troleandomycin|10864
422665|Bisacodyl|1596
422737|Aminophylline|689
422938|Sulfur|10223
422997|Salicylic Acid|9525
422998|Salicylic Acid|9525
425103|Triclosan|10795
425319|Brompheniramine|1767
425319|Phenylephrine|8163
425539|Theophylline|10438
425596|Ascorbic Acid|1151
425725|Acetaminophen|161
425727|Coal Tar|2635
427163|nitazoxanide|31819
427401|Talc|10323
427402|Talc|10323
427403|Talc|10323
427404|Talc|10323
427408|chlorophyllin copper complex|82242
427457|Magnesium Aspartate|142131
427538|clobazam|21241
427689|Coal Tar|2635
428260|Povidone-Iodine|8611
428480|Acetaminophen|161
428480|Pyrilamine|9009
428485|Cholecalciferol|2418
428485|Calcium Carbonate|1897
428633|Calcium Carbonate|1897
428633|Magnesium Oxide|6582
428666|Ascorbic Acid|1151
428666|Bioflavonoids|1562
428683|Halazone|59838
428691|Phenobarbital|8134
428691|Mannitol|6628
428703|calcium acetate|214342
428751|Erythrityl Tetranitrate|4040
428898|Chondroitin Sulfates|2473
428898|Glucosamine|4845
428899|Glucosamine|4845
428899|Chondroitin Sulfates|2473
428923|Guaifenesin|5032
428923|Aminophylline|689
428925|Guaifenesin|5032
428925|Theophylline|10438
428980|Theophylline|10438
429017|Fructose|4570
429023|Saccharin|9509
429024|Saccharin|9509
429080|Sulfur|10223
429083|Methylcellulose|6873
429088|Lactose|6211
429104|deserpidine|62174
429152|benzthiazide|19008
429152|Reserpine|9260
429192|Ketoprofen|6142
429199|prednisolone|8638
429201|Digitalis leaf extract|235219
429212|Clozapine|2626
429503|Hydrochlorothiazide|5487
429558|ALPHA-D-GALACTOSIDASE ENZYME|259351
429662|rifaximin|35619
429844|Diethylstilbestrol|3390
429886|Activated Charcoal|272
429987|ferrous gluconate|24942
429989|ferrous gluconate|24942
430090|Vitamin E|11256
430174|Potassium Iodide|8597
430339|Sodium Fluoride|9873
430682|thiphenamil|38150
430860|Calcium Glycerophosphate|1909
430901|Magnesium Salicylate|52364
430967|salicylamide|9518
431604|Dextromethorphan|3289
431629|Bran|104125
431804|Pseudoephedrine|8896
431804|Chlorpheniramine|2400
431807|Theophylline|10438
431807|Noscapine|7533
432389|Aspirin|1191
432400|cinacalcet|407990
432401|cinacalcet|407990
432402|cinacalcet|407990
432624|benphothiamine|18891
432638|Acetaminophen|161
432638|Aspirin|1191
432735|lamotrigine|28439
432781|sulbutiamine|37317
433194|Menthol|6750
433195|Menthol|6750
433196|Menthol|6750
433336|Carbocysteine|2023
433718|Ethinyl Estradiol|4124
433718|Norethindrone|7514
433798|Alprazolam|596
433799|Alprazolam|596
433800|Alprazolam|596
433801|Alprazolam|596
433848|Lovastatin|6472
433849|Lovastatin|6472
433871|Phenolphthalein|155122
433898|ethoxazene|41078
433998|Sulfamethizole|10179
434018|Doxycycline|3640
434109|Aminophylline|689
434141|Chlorpheniramine|2400
434141|Phenylephrine|8163
434226|Aminophylline|689
434243|Phenylpropanolamine|8175
434413|pectin|32987
434582|Hesperidin|5281
434593|Diethylstilbestrol|3390
434594|Diethylstilbestrol|3390
434655|Guaifenesin|5032
434655|Dextromethorphan|3289
434814|Chlorpheniramine|2400
434814|Phenylpropanolamine|8175
434825|Chlorpheniramine|2400
434825|Phenylpropanolamine|8175
434868|Pseudoephedrine|8896
434868|Chlorpheniramine|2400
434885|Sodium Chloride|9863
434903|potassium phosphate|34322
434929|calcium phosphate|1919
434931|bone meal|19596
434999|bone meal|19596
435006|Magnesium Oxide|6582
435010|Ascorbic Acid|1151
435020|Cholecalciferol|2418
435064|Hesperidin|5281
435071|Ascorbic Acid|1151
435071|Ferrous fumarate|24941
435076|Ascorbic Acid|1151
435076|Ferrous fumarate|24941
435079|Ascorbic Acid|1151
435079|Ferrous fumarate|24941
435084|Vitamin B 12|11248
435112|Niacin|7393
435115|Niacin|7393
435135|Pantothenic Acid|7891
435136|Ferrous fumarate|24941
435137|Ferrous fumarate|24941
435147|Vitamin B6|42954
435148|Vitamin B6|42954
435151|Sodium Iodide|9884
435159|Thiamine|10454
435182|Activated Charcoal|272
